3865 3956
300:0.987536 415:1.09155 442:1.14924 487:0.846991 590:0.826576 631:0.788603 870:0.810847 897:0.822928 995:1.03351 1086:0.850915 1725:0.843796 1754:0.825516 1759:0.78651 1875:0.832107 1940:0.907043 2142:0.808542 2143:0.808777 2235:0.787704 2512:0.783669 2590:0.785028
81:0.847979 141:0.856336 188:0.844989 203:0.973029 227:0.936291 276:0.880683 283:1.13818 284:0.871663 295:0.913772 562:0.972523 635:1.01051 678:0.900202 766:0.878818 935:1.15398 1117:0.983462 1771:0.898818 1884:0.870623 1931:0.864573 1956:0.862131 2339:0.880663
426:0.905837 436:1.00004 511:0.989331 1211:1.00355 1248:1.26772 1249:0.913961 1275:1.07271 1565:1.16282 1662:0.952492 1844:1.1904 1848:1.22922 1849:1.4179 1877:0.901257 1893:1.3218 1924:1.05794 2066:0.910662 2220:0.897077 2555:0.913986 2811:0.906242 3149:0.924677
0:1.17735 2:0.819022 105:0.983775 303:0.816311 334:0.819219 363:1.3315 547:0.809003 549:1.00655 615:1.36707 763:0.838652 895:0.832123 934:0.821893 1030:0.858366 1071:0.845912 1138:0.821918 1166:0.917826 1231:0.820454 1731:0.840672 2106:0.846435 2437:0.830249
26:0.934265 61:0.86334 78:1.03359 484:0.892579 496:0.906609 563:0.881037 565:0.854606 820:0.962084 916:0.843413 1054:0.856599 1088:0.864812 1290:0.887607 1399:0.858215 1441:1.04661 1454:0.885628 1533:0.956288 1642:0.913585 2983:0.885144 3133:0.843152 3912:0.904263
0:0.940755 1:1.03383 81:1.22643 154:1.09115 260:0.871733 296:1.16219 303:1.00129 328:0.906374 404:1.054 405:0.918777 524:0.993126 547:0.954712 548:0.855036 743:0.891372 927:0.933485 932:0.9531 1108:1.01559 1351:0.883611 1352:0.902083 1385:0.866219
66:0.871637 81:1.23201 149:0.849147 522:0.881789 524:0.926962 575:0.891388 668:0.978345 727:0.862532 743:0.906253 880:0.838815 1421:0.95249 1542:0.827714 1556:0.834715 1703:0.838605 2031:0.858391 2032:1.08382 2064:0.86992 2186:0.877624 2325:0.8395 2589:0.860193
166:1.3531 167:1.39903 239:0.929034 286:1.11979 504:0.878414 543:0.9791 562:1.36517 626:0.863086 658:1.59963 659:1.38474 662:1.22542 663:1.18463 705:1.03702 709:0.890989 710:0.852844 711:0.993043 825:0.837857 864:0.869332 1091:0.873117 1606:0.871092
452:0.815987 542:0.885553 590:1.13325 668:0.848604 744:0.828772 799:0.820699 833:0.833327 834:0.909881 855:0.824522 908:0.815606 1105:0.820598 1215:0.820207 1242:0.849339 1340:0.823566 1420:0.84766 1571:0.905425 1778:0.830511 1957:0.834033 1958:0.815756 2135:0.891048
429:0.830089 471:1.1598 540:0.816731 541:0.832293 551:0.853801 780:0.837694 784:0.866294 1451:0.875352 1453:0.91036 1835:0.932723 1906:0.824174 1920:1.06603 1961:0.814869 1967:1.0586 1968:0.94022 1972:0.892643 1980:0.861863 2293:0.866672 2303:0.940868 2628:0.816198
0:1.00593 391:0.970205 400:0.915352 558:0.949949 633:0.909776 650:1.39785 670:1.13836 746:0.93708 757:1.13143 817:1.01671 848:1.03386 849:0.895359 850:0.889007 883:0.90029 907:0.92101 927:0.868102 1154:0.904109 1236:0.931338 1268:0.975791 2948:0.87692
125:0.876647 310:0.83066 342:0.818871 397:0.938224 703:1.09117 710:0.920057 935:1.07287 1109:0.873988 1197:0.85741 1324:0.859499 1387:1.01058 1434:0.837979 1485:0.811466 1632:0.819742 1842:0.932205 1898:0.812051 1955:0.825256 1982:0.851254 2141:0.863602 2565:0.859931
9:0.784199 23:0.860435 45:0.842398 92:1.26125 161:1.14579 274:0.831112 275:0.940837 616:0.822346 673:0.881829 1001:0.783874 1039:0.82827 1131:0.781217 1294:0.786731 1712:0.82742 1720:0.795934 2308:0.814307 2462:0.789186 2559:0.790428 2748:0.817726 2754:0.789838
127:0.808019 400:0.914733 452:0.882953 469:0.853829 491:1.00885 500:0.809335 518:0.81102 556:0.812286 557:0.85969 642:0.967464 644:0.820612 731:0.803044 1042:0.945712 1047:0.855381 1145:0.806489 1146:0.855699 1265:0.993435 1266:0.857752 2153:0.826421 3520:0.898654
70:0.890122 72:1.23631 87:0.832896 205:0.866021 239:1.10807 268:1.00595 300:0.927845 310:1.34776 328:0.833302 388:0.905907 504:1.0519 622:0.871957 711:1.1191 973:0.866027 1279:0.868136 1381:0.852076 1690:0.824993 1754:0.830234 2333:0.827299 2898:0.924313
338:0.838488 431:1.03403 473:0.859364 474:0.990384 538:0.846751 654:0.863888 714:0.947844 820:0.820664 1128:1.00054 1191:1.00171 1503:1.07384 1539:1.0892 1540:1.0519 1559:0.981707 1629:0.823057 1630:0.902961 1915:0.874431 3151:0.844215 3704:0.920315 3871:0.934824
60:0.838258 62:0.946455 99:1.01129 111:0.976199 197:0.838182 198:0.818723 199:1.43388 200:0.877843 383:0.832338 726:0.81895 750:0.977816 792:0.818412 801:0.866254 828:0.85342 922:0.864598 996:0.860821 1122:0.812469 1555:0.812436 1583:0.86626 2026:0.807323
63:0.923129 133:0.914581 154:0.920058 323:1.09425 333:0.879663 564:1.4274 567:0.922012 590:1.37778 671:0.98754 747:0.824537 898:0.93253 899:1.16223 901:0.938157 902:1.10011 1012:0.887036 1072:0.840616 1079:0.924712 1089:0.975377 1193:0.905364 1705:0.858369
99:0.980987 103:0.85265 129:0.906951 254:0.878717 333:1.33434 610:1.05763 630:1.12065 781:0.854585 860:0.848038 886:1.18622 921:0.972839 973:0.860317 1325:0.854203 1391:0.920637 1432:0.912209 1434:1.00694 1464:0.868149 1553:0.842775 3665:0.969573 3756:0.858057
81:1.12508 88:0.831926 105:0.829491 230:0.91907 268:0.834506 331:0.828643 359:0.833953 388:0.838279 595:1.01223 634:1.02651 694:1.16205 695:1.17385 696:1.09309 992:1.30257 1014:0.908575 1285:0.844696 1547:0.835463 1624:0.946256 2500:0.859772 3103:0.870386
49:0.847908 55:0.857147 130:0.834504 388:0.839128 448:0.903816 555:0.847927 732:0.812233 772:0.96689 911:0.858943 935:0.917706 945:1.08582 976:1.10151 1003:0.850155 1178:0.935044 1736:0.831359 1874:0.80892 2077:0.806349 2262:0.809817 2316:0.811102 3848:0.839151
137:0.837717 138:0.946353 139:1.47206 310:1.05824 318:1.3451 446:0.883642 536:0.848358 682:0.852268 1328:1.17754 1940:0.859242 2043:0.975204 2179:0.963741 2188:0.985256 2248:1.12338 2302:0.978377 2335:0.923366 2453:0.925646 2605:1.1475 2612:1.16186 2774:1.02861
40:0.961381 306:1.10804 323:1.17193 504:0.911325 663:1.01289 711:1.2593 1138:0.839846 1434:1.06433 1435:1.28608 1467:0.835699 1689:1.1568 1690:1.04387 1754:0.918471 1892:0.979606 1916:0.900012 1917:0.830202 1919:0.887279 2051:1.01253 2406:1.084 2843:0.865386
92:1.3489 161:1.34709 212:0.796369 275:1.14058 314:0.830272 634:0.871499 946:0.848169 1039:1.07641 1067:0.791706 1546:0.811183 1730:0.845726 1806:0.820815 2251:0.89501 2559:0.792764 2566:0.790387 2683:0.811692 2687:0.887493 2856:0.847051 2865:0.848916 3091:0.881319
164:1.12928 309:0.937762 355:0.895867 415:1.03743 429:0.845017 649:0.862515 1273:0.853845 1505:0.834218 1961:1.23682 2303:1.15307 2752:0.84021 2904:1.27482 2989:0.941411 2999:0.889024 3065:0.860813 3230:0.840139 3361:0.86013 3399:0.837052 3401:0.918069 3449:1.21054
35:0.835242 82:0.918554 185:0.8582 209:0.879383 217:1.18078 263:0.835334 355:0.850001 395:0.895833 424:0.823413 429:1.32516 779:0.876059 990:0.974942 998:1.138 1273:0.989223 1300:0.882732 1449:0.889516 1721:0.84697 1921:1.16585 3194:0.826212 3669:0.96637
63:0.835218 64:1.04502 92:1.17665 161:1.32709 275:1.51336 636:0.892653 1196:0.959521 1688:0.916997 1806:1.03404 2265:0.855874 2281:0.944843 2441:0.837827 2683:0.835436 2748:0.877908 2754:0.868702 3143:0.856472 3207:1.01605 3209:0.848483 3305:0.980265 3426:0.83818
239:0.879386 391:0.998314 513:1.40501 539:1.44321 547:0.936729 590:0.9085 631:0.875888 657:0.976549 718:1.14268 745:0.892063 813:1.13047 834:0.95419 991:1.19317 997:0.937585 1372:1.17935 1421:1.03043 1450:1.03939 1560:0.912418 2022:0.891307 2677:0.993804
400:0.985034 473:0.891205 543:1.19117 544:0.980452 563:0.926823 590:1.08785 642:0.853803 668:0.849881 817:1.01647 846:0.847257 861:0.869608 1028:0.894601 1076:0.923743 1105:0.842589 1124:0.847885 1127:0.887773 1153:0.882055 1206:0.863607 1678:0.845847 3351:0.860264
6:0.866657 128:0.821274 129:0.916103 177:0.826478 240:0.836889 398:0.862483 437:0.851586 444:0.98506 503:0.846066 610:0.852091 633:0.835605 702:0.827839 802:1.0046 913:0.870051 1365:0.927022 1376:0.876879 1432:0.849377 2245:0.819355 2278:0.839861 2385:0.844664
4:1.25159 16:0.946678 400:1.38741 497:0.852145 522:0.893607 572:0.95861 629:0.866127 633:0.955676 657:0.879612 669:0.857963 670:0.913309 671:1.04785 703:0.936639 781:0.851328 782:0.827228 883:0.808768 909:0.845277 979:0.840921 1115:0.81287 1481:0.843773
494:0.911746 517:0.963048 640:1.0394 752:0.874863 786:1.05225 1228:0.827007 1330:0.811315 1346:0.810879 1523:0.930503 1600:0.871716 1748:0.830591 1857:0.974173 2480:0.833498 2534:1.04276 3292:1.34694 3349:1.10713 3372:0.823111 3637:0.810437 3775:0.848399 3776:0.914808
0:1.03301 81:0.945087 156:0.856562 357:0.851305 378:0.886436 390:1.00401 391:0.850491 547:1.07471 549:0.851527 575:0.844186 615:1.18305 829:0.835752 904:0.83404 919:0.876729 991:0.936647 1187:0.957501 1190:0.845702 1231:0.864591 2126:0.846656 2130:0.822279
471:0.999526 603:0.784131 1460:0.813237 1461:0.905686 1920:1.10549 1967:0.787982 1968:0.832268 1969:1.20153 1971:0.790618 1982:0.848252 2012:0.800782 2098:0.829832 2099:1.36042 2100:0.86817 2161:1.11144 2331:0.914075 2442:0.795393 2666:0.846508 2899:0.787734 3137:0.788186
4:1.22733 8:0.805457 57:1.13669 71:0.821269 72:1.0053 115:0.821037 170:0.915456 175:0.817358 179:0.808379 319:0.896005 381:0.841146 399:0.812133 414:0.83181 418:0.818712 490:0.939989 623:0.843839 681:0.799699 701:0.974407 1142:0.80637 3088:0.816452
31:1.0028 88:0.893921 95:0.845082 115:0.984656 127:0.838776 169:0.91704 1211:0.88838 1848:0.97121 1876:1.11911 1877:0.951173 1896:1.00216 1897:1.0015 1946:0.851739 1952:0.865364 2066:0.838376 2153:0.928642 2220:0.854895 2298:0.865535 2760:0.855311 2870:0.862408
152:0.821921 183:1.05268 239:1.09182 310:0.938279 388:0.971495 421:1.24929 503:0.804545 584:0.982723 622:1.4378 659:1.11335 718:1.03781 843:1.22559 952:1.359 973:0.860232 1279:0.906654 1281:1.10876 1300:0.811006 1525:0.877999 1554:1.15801 3711:0.805314
99:0.830736 100:0.81995 286:1.22895 543:0.926106 547:0.882673 583:0.847284 626:1.33023 659:0.824822 704:0.980228 705:1.21655 707:1.38676 718:0.888922 810:0.863782 864:1.17627 869:0.897907 1090:1.09222 1091:1.11009 1194:0.875918 1196:0.832379 1361:0.874116
333:0.91391 447:1.29792 462:1.05504 464:0.885941 468:1.24433 505:0.980726 530:0.894265 714:0.964855 725:0.874513 860:1.06205 863:0.988395 920:0.836789 1152:0.847456 1160:0.864315 1191:0.851403 1470:0.997824 1934:0.828209 1993:0.923415 1997:0.82261 2830:0.863586
16:0.980352 109:0.964551 378:0.897094 444:1.09328 465:0.812641 515:0.871447 590:1.13115 655:0.90197 657:0.933117 739:0.851528 811:0.867853 851:0.948827 861:0.869193 903:0.825664 997:0.880671 1000:1.34802 1113:0.861074 1167:0.82787 1209:1.09096 1705:0.821693
4:0.847091 11:0.885329 22:1.10368 27:1.42602 71:1.24916 72:1.44177 83:0.840284 94:0.835094 168:0.80329 185:1.01283 209:0.939981 227:0.827924 279:0.998561 324:0.809846 354:0.809843 367:0.802961 395:0.85095 608:1.04633 990:0.81056 1086:1.08781
35:0.789779 287:0.81552 306:1.46634 311:0.777625 597:1.30323 630:0.767722 635:1.0663 674:0.783376 703:0.775083 870:0.893391 882:0.789804 1086:0.77597 1176:0.818676 1236:0.786127 1294:0.827966 1467:0.97327 1892:1.40155 1909:0.875985 2141:0.820293 2406:0.775897
416:1.04477 442:0.91924 447:0.9499 468:0.832514 471:0.863264 564:0.990311 567:0.822551 582:0.862032 590:0.842499 596:0.82666 737:0.898454 995:0.827204 1086:0.824714 1175:0.852493 1759:0.832655 1875:0.891226 1907:0.825165 1940:0.893681 1999:0.851775 2143:0.829195
0:1.20272 1:0.866647 69:0.841079 80:0.861746 218:0.847249 389:1.14282 390:1.38049 391:1.01758 505:0.929797 548:0.833267 558:0.891555 656:0.887163 782:0.952044 822:0.851179 861:0.887512 1012:0.842373 1409:0.900583 1733:0.863259 2103:0.867496 3829:0.875787
72:1.30146 220:1.54984 239:0.99577 252:0.887878 271:0.875047 310:1.57152 326:0.932086 684:0.874371 952:1.49563 1061:0.929675 2073:0.949883 2709:0.900318 2984:1.12133 3310:0.879585 3385:0.872201 3452:0.897895 3671:0.916984 3800:0.898859 3801:0.906016 3824:0.86463
131:0.825327 166:1.12557 167:1.12234 239:0.873285 286:0.855726 363:0.870799 551:0.878245 562:1.34343 658:1.50323 659:1.0657 662:1.15598 663:1.26085 703:0.872987 705:0.898711 711:0.890702 864:1.07642 1091:0.823409 1569:0.823722 1606:0.957786 2051:0.839824
436:1.00346 452:0.856141 511:0.995189 1145:0.85041 1211:1.02263 1248:1.09034 1249:0.847234 1275:1.05922 1565:1.1919 1662:0.984955 1844:1.13582 1848:1.35501 1849:1.43158 1893:1.24778 1924:1.05558 2109:0.883877 2173:0.890805 2636:0.867836 2811:0.879319 3149:0.851173
529:1.10331 591:1.13743 831:1.14364 1188:0.829125 1519:1.41548 1636:0.835061 1637:1.41567 2868:1.39187 2942:1.48893 2985:0.889196 3152:0.852012 3199:1.48053 3263:1.06046 3466:0.837941 3467:0.795595 3487:1.38319 3571:0.841324 3610:1.43864 3839:0.799619 3840:0.812278
169:0.87868 471:0.863096 563:0.96461 1449:0.984946 1475:0.865506 1835:0.958102 1863:0.905631 1881:1.3001 1882:1.17845 1921:1.03347 1985:0.866374 2055:1.17503 2266:0.892207 2370:1.03467 2904:0.878082 2934:0.951394 2996:0.857102 3135:0.872727 3272:1.07421 3365:0.928304
4:0.948226 59:0.816662 62:0.801836 209:0.795998 217:0.857713 264:0.941602 270:0.78873 383:0.83477 388:0.80469 400:0.885376 510:0.799636 530:0.806297 618:0.802829 756:0.868476 757:0.794466 819:0.829775 828:0.796123 942:0.839869 1003:0.865509 1074:0.790087
125:0.8013 133:0.927965 149:1.15497 182:0.795453 268:0.813739 420:1.08 421:0.802822 447:0.805365 610:0.97045 757:0.803404 802:0.932604 952:1.06673 973:0.839266 1349:1.14292 1483:0.829992 1500:0.849263 1552:1.12368 2210:0.950954 2412:0.807522 2679:0.814335
53:0.915257 239:1.00389 265:1.03564 286:0.918935 503:1.02199 547:1.0895 658:0.858895 659:1.58244 662:1.34519 664:1.51279 665:1.47898 705:0.818615 709:0.893587 716:0.945693 717:1.06062 815:0.812429 825:0.819278 1183:0.820941 1468:0.950573 2633:0.846372
185:0.992578 333:0.808445 415:0.813162 419:1.52201 668:1.27447 771:0.853719 1152:1.39699 1769:0.934015 1868:0.832965 1888:0.868228 1898:1.52209 1899:0.858709 1901:1.2638 1922:0.864372 1973:0.852505 2118:0.822559 2217:0.841273 2448:0.836907 2813:0.893612 3547:0.865382
129:0.95415 149:0.860566 183:0.799955 203:0.820101 283:1.18375 310:1.06884 388:0.946316 562:0.798237 597:0.800881 610:1.33777 682:0.78964 973:0.799401 1328:0.835632 1349:1.00733 1552:1.23971 1903:0.850793 1955:0.874692 2210:0.783208 2418:0.846504 2679:0.782742
321:0.988787 415:0.922563 416:0.933144 419:1.42316 498:1.01329 710:0.863392 935:0.823199 936:0.879594 940:0.830822 994:1.11969 1152:0.961489 1449:0.908521 1546:0.796617 1898:1.36705 1901:0.850625 1922:0.79847 1973:0.942807 2261:0.839281 2813:0.840894 3547:1.03721
0:0.830617 8:0.863663 33:0.837887 67:0.959623 88:1.27429 89:0.965437 90:0.840748 105:1.01128 115:0.833536 201:0.849757 202:0.84935 246:0.870413 274:0.843198 344:1.03007 378:0.835809 767:0.846946 959:0.877859 964:0.836234 1030:0.860031 1188:0.823288
41:0.915344 109:1.19306 110:0.864813 465:0.919478 633:0.942886 652:0.931607 657:1.10952 726:0.962223 745:0.878346 752:0.869046 789:1.35306 792:1.0032 793:0.870198 811:0.957565 926:0.924649 1216:0.956351 1331:0.875982 1389:0.905979 1614:0.885962 1659:0.920741
240:0.847264 378:0.838403 433:1.13365 434:0.866935 513:0.825524 590:0.983119 626:0.872628 662:1.00787 666:0.928155 706:1.32203 709:0.849949 834:0.823756 837:1.01813 838:0.888793 1486:0.826191 1544:0.836359 1837:0.800291 2119:0.820739 2755:0.865209 2920:0.81946
10:0.846793 18:0.901362 23:1.36504 29:1.41662 46:1.49415 72:0.856199 140:0.867081 158:0.82192 185:0.960706 209:0.826791 279:1.41728 314:0.831117 324:0.845185 354:0.915539 355:0.873524 397:0.848357 407:0.836718 675:0.831392 678:1.11625 3141:0.83665
11:1.00689 14:0.919539 26:0.822602 47:0.942217 87:0.804773 105:0.824773 242:0.825225 243:0.804503 400:1.10414 417:0.863067 451:0.811723 475:0.952764 496:0.8275 515:0.814646 519:0.876277 577:0.857806 655:0.80815 671:0.842233 745:0.827753 893:0.812636
227:0.841545 447:1.28227 462:0.939843 466:0.805852 468:1.1494 530:0.838505 531:0.868859 588:0.947001 860:0.946771 863:0.972816 1104:0.873254 1410:0.870416 1834:0.841928 1855:0.920612 1898:0.860892 1993:0.938693 2143:0.820093 2235:0.856741 2276:0.9076 2648:0.833418
57:0.899284 374:0.862251 477:0.985943 563:1.00099 608:0.861518 1210:0.877185 1227:0.837054 1287:0.935592 1290:0.987259 1618:0.863801 1718:0.885592 1798:1.00433 2614:0.842166 2921:0.849962 2922:0.851134 3082:0.850585 3083:0.85073 3221:1.04055 3289:0.865339 3703:0.858672
4:1.29016 87:0.843518 132:0.795052 133:0.781371 268:1.41536 349:0.78423 444:0.879042 445:1.39654 613:1.23384 633:0.971502 671:0.789597 871:1.06165 882:1.03927 883:1.03729 1065:0.959214 1079:0.820251 1395:1.3423 1436:1.24086 1508:0.847851 1792:0.857499
85:0.904255 92:1.42834 161:1.37949 195:0.831201 275:0.940161 312:0.95736 977:0.892628 1062:0.836083 1294:0.892334 1741:0.843015 2033:0.946106 2096:0.852195 2294:0.892052 2377:0.855249 2451:0.892585 2457:0.946786 2458:0.947309 2462:0.822019 2559:0.83104 2564:0.874727
136:0.917809 245:0.857342 285:0.873474 309:0.859206 604:0.889921 935:0.814528 998:0.980454 1771:1.14556 1899:0.853495 1900:0.860284 1922:0.827175 1927:0.818719 1980:1.06314 2116:1.15071 2117:0.975513 2264:0.878165 2339:0.840507 3434:0.880129 3464:0.924575 3482:1.01778
166:0.820753 289:1.28522 321:0.954881 322:0.939141 414:1.11695 416:1.33429 569:0.79558 772:0.800481 946:0.820091 1627:0.909978 2012:0.797666 2331:0.809548 2473:0.80737 2720:0.906614 2889:1.16773 3034:0.870568 3425:0.79746 3779:0.862136 3868:0.809801 3888:0.801018
4:0.850424 19:0.888215 22:0.867049 37:0.84496 56:1.10026 67:1.04856 88:0.862868 89:1.11779 91:0.943278 94:0.841443 163:0.893545 164:0.828753 246:0.852217 274:0.862154 344:0.991308 381:0.843692 417:0.84756 473:0.826801 965:0.833981 984:0.828737
31:0.929096 416:1.22574 447:0.989697 449:0.943974 450:1.28508 471:1.18886 472:0.933176 493:0.911504 729:0.944575 761:0.86751 783:0.867236 784:1.31896 1025:0.853047 1999:0.859344 2168:0.853063 2248:0.866991 2302:0.866865 2354:0.853488 2430:0.85436 2453:0.864706
138:0.898564 447:0.991429 471:1.34945 472:0.87593 920:1.02369 975:0.915472 1025:0.943357 1464:1.35895 1470:1.0103 1500:0.825107 1675:0.944049 2001:0.868304 2353:0.849294 2361:0.910536 2363:0.972937 2401:0.833203 2477:1.04471 2731:0.847446 3051:0.852466 3505:0.862526
99:0.878261 254:1.09153 309:0.851085 429:0.844807 471:1.09013 472:0.887941 998:0.894601 1449:0.905894 1462:0.839079 1474:0.841499 1475:0.819868 1839:0.786197 1842:0.834679 1881:0.80374 1921:1.18516 1961:0.843068 1980:0.786288 1982:0.874394 2218:0.850529 3116:1.04448
4:1.41826 25:0.81622 29:0.87908 33:0.824414 47:0.790111 210:0.806687 367:0.822427 377:1.02735 400:0.844446 503:0.950974 608:0.910715 618:0.805869 668:0.818545 955:0.797598 1011:0.804527 1128:0.947305 1503:0.822241 1629:1.00789 1630:1.12119 3747:0.846681
123:0.840236 309:1.07801 373:0.940837 691:0.805813 881:0.802704 998:1.15421 1044:0.856622 1138:0.864647 1376:1.27596 1378:0.901908 1379:0.872803 1384:1.09055 1430:0.886911 1462:0.803288 1868:0.826801 2285:0.817697 3275:0.819832 3311:0.816868 3323:0.85919 3491:0.807166
26:0.904797 135:0.84887 462:0.824194 587:0.933363 619:0.884839 1002:0.824905 1054:1.40692 1134:0.883149 1290:0.883852 1300:0.874992 1617:0.944499 2490:1.03237 2657:0.965011 3093:0.91612 3113:0.920955 3188:0.910776 3197:1.12759 3200:0.836278 3219:1.0149 3648:0.898558
238:1.10403 240:1.19975 253:0.903608 289:0.82626 293:0.871254 311:1.11304 434:0.844012 498:0.927315 499:0.87646 634:0.875979 666:0.853985 706:1.40067 837:1.05678 994:0.97908 1022:0.852346 1112:0.831855 1695:0.827448 1939:0.817388 2889:0.820722 2920:0.907817
286:1.08152 543:1.09338 584:0.848315 590:1.03106 626:0.879512 704:1.45259 705:1.54014 709:1.29649 810:1.09076 815:0.869489 837:0.884522 838:0.95128 864:0.874047 950:0.905276 1091:0.924469 1169:1.02041 1544:0.848513 1569:0.860422 1606:0.915654 3347:0.874541
166:0.865541 238:0.914402 293:0.838058 498:1.44877 499:1.15139 935:1.33476 936:1.16359 940:1.12036 994:0.870962 1109:0.85947 1546:0.871125 1840:0.841323 1842:1.03503 1930:0.957835 2152:0.939926 2193:0.853284 2316:1.02622 3260:0.867339 3425:0.918276 3547:0.949029
103:0.91295 416:0.828117 471:0.947309 1460:0.814736 1461:0.898531 1797:0.796238 1920:1.04147 1968:0.839547 1969:1.05819 1982:0.927024 2012:0.976158 2098:0.821979 2099:1.39093 2100:0.9244 2161:1.13368 2331:0.997893 2442:0.993639 2650:0.803044 2899:0.877318 3137:0.876935
31:0.859684 333:1.36073 447:0.883712 448:0.866827 462:1.00919 463:0.876581 464:1.04336 468:1.04364 647:0.862111 783:1.00106 784:0.926056 920:0.845115 1271:0.898406 1286:0.828755 1464:0.838875 1703:0.867001 1885:0.952483 1934:0.900596 2077:0.857558 3070:0.86473
105:1.02582 144:0.892479 363:1.15115 563:0.922868 577:0.843022 735:0.949978 895:0.957408 1009:0.933539 1030:0.885345 1071:0.919448 1172:0.923073 1204:0.90619 1208:0.849092 1236:0.828513 1260:0.863683 1347:0.954698 2521:0.929821 2763:0.832066 3159:0.838022 3351:0.832241
103:0.810439 361:0.80625 447:1.01298 462:0.919977 468:0.978554 530:0.852471 531:1.08744 606:0.824544 860:0.838967 1023:0.837628 1104:0.89699 1105:0.823193 1160:0.944452 1248:0.877659 1420:0.830103 1629:0.809648 1849:0.846233 2020:0.808508 2036:0.813715 2479:0.844464
4:0.838017 361:0.864501 400:0.936809 447:1.24106 462:0.889227 464:0.890465 468:0.940306 521:0.913751 530:1.10391 531:0.886438 556:0.838713 606:0.938395 638:0.826101 863:1.05885 892:0.838712 1146:0.828183 1225:0.843294 1265:1.00436 1993:0.86655 3232:0.843678
4:1.19403 11:0.838196 28:0.822669 41:1.02253 45:1.18427 47:0.854804 55:0.881445 67:0.867868 96:0.826158 170:0.878378 373:0.83685 444:0.840503 477:0.873815 953:0.852222 1054:0.912481 1617:0.841659 1717:0.88837 1798:0.941956 3186:0.824038 3221:0.815195
0:1.13601 11:0.99833 36:1.31792 78:0.891631 79:0.851913 80:0.886532 103:0.852832 159:1.18338 214:0.896852 259:0.871872 389:0.861232 558:0.835464 575:0.851527 763:1.02829 954:0.994378 971:0.847111 1307:0.869996 1532:0.966245 1543:0.924782 1731:0.884096
119:0.804682 153:0.852287 191:1.23027 195:1.52162 225:0.804298 321:1.3631 322:0.848036 325:0.877703 607:0.90642 777:1.00483 778:1.50548 977:1.07674 1301:0.842602 1402:0.818896 1464:0.806979 2257:1.51373 2451:1.31995 2495:0.834883 3145:0.801287 3258:0.824745
136:0.877195 292:0.835876 775:0.804723 998:1.07403 1110:0.870489 1466:0.81705 1486:0.845253 1711:0.802719 1809:0.825107 1842:0.867647 1906:0.944227 1928:0.849433 1956:0.797491 1978:1.02892 1980:0.887272 1981:0.791632 2262:0.80382 2285:0.808787 2698:0.838712 2982:0.909922
17:1.17324 72:1.19305 137:0.927484 139:1.09735 171:0.886147 252:0.920035 268:0.838186 305:1.1418 310:1.02863 446:0.992466 741:1.30909 853:1.11026 1712:0.840162 2179:0.838441 2248:1.18348 2453:0.877153 2567:0.955467 3216:0.985902 3629:1.07315 3787:0.825038
24:0.836599 72:1.28873 239:0.886938 252:0.846888 310:1.36591 385:0.828611 388:0.922286 547:0.913278 569:0.867248 705:0.984473 709:0.849784 779:0.84927 864:0.922385 950:0.834729 952:1.03047 1354:0.975104 1484:1.07868 1606:1.09774 2248:0.861034 3452:0.946989
10:0.824553 11:1.08133 13:0.87215 23:0.974488 25:0.811283 29:0.965295 33:0.885593 45:0.961804 46:0.893268 64:0.960794 100:0.943147 150:0.818602 153:0.8051 173:0.800046 220:0.803303 248:0.815072 319:0.854239 502:0.838075 583:0.82406 616:0.802325
92:1.17759 161:1.15326 275:1.16937 479:0.821734 502:0.816334 535:0.836791 550:0.819041 576:0.821338 1039:0.927492 2229:0.905527 2308:0.906334 2377:0.8142 2493:0.831789 2567:0.854691 2748:0.991297 2754:0.83546 2759:0.828885 2774:0.859421 3208:0.867277 3426:0.819111
10:0.843315 82:0.928689 85:1.05023 141:0.890738 203:1.22829 209:0.948925 227:1.16549 230:0.865553 283:1.53049 284:0.879009 338:0.858674 388:1.03543 562:0.856955 635:0.981892 673:0.910153 678:1.02007 921:0.865108 1506:0.930917 1931:0.873224 3483:0.854261
46:0.807219 136:0.818299 172:0.816831 174:1.06293 176:1.11189 181:0.860828 203:0.962333 218:0.816853 245:0.890824 285:0.878132 396:0.864252 998:0.920678 1105:0.869585 1616:0.839662 1771:0.861696 1921:1.03167 2099:0.8101 2116:1.33037 2117:1.14598 3551:0.878242
4:0.972155 22:1.15019 30:1.17211 48:0.817823 97:0.860703 168:0.793507 184:1.12067 209:0.810988 238:1.42193 244:0.870337 289:1.14724 293:0.89371 339:0.821123 414:0.959836 419:0.842131 498:0.957911 881:0.825747 1112:0.820863 1727:0.796026 3260:0.807338
240:1.03993 311:1.03039 319:1.30293 399:0.916964 414:1.05233 433:0.854458 569:0.920605 597:0.970111 630:0.913742 674:0.853946 703:1.51445 819:0.880047 870:1.17609 941:0.864766 994:0.85866 1022:0.958303 1197:0.892478 1929:0.934571 2141:0.872158 3148:0.975682
7:1.03117 62:0.855786 135:0.837972 309:0.877777 609:0.937886 976:0.838918 998:0.840882 1048:0.888887 1495:0.891264 1519:1.0062 1536:0.844191 1537:0.854294 2285:0.844799 2826:0.868714 2942:1.1419 3125:0.880705 3130:1.21226 3261:0.8379 3474:0.996312 3778:0.933496
