3865 3956
300:0.990035 415:1.09399 442:1.15079 487:0.846991 590:0.826339 631:0.787165 870:0.812382 897:0.820964 995:1.03408 1086:0.847616 1725:0.843251 1754:0.826147 1759:0.784352 1875:0.830335 1940:0.90453 2142:0.809802 2143:0.807654 2235:0.785926 2512:0.783733 2590:0.785097
11:0.932859 23:0.962316 27:0.929288 55:0.914306 84:0.88205 85:0.852524 92:0.865364 96:0.833268 98:0.932833 161:0.893834 195:0.836367 209:0.841779 306:0.849313 311:0.870661 312:0.989071 319:0.835456 583:0.908965 702:0.85283 977:0.890506 1294:0.875768
46:1.26428 72:1.14359 140:1.14567 252:1.02647 279:1.29935 310:0.930124 314:1.03463 366:0.944863 388:1.0225 440:0.85534 501:1.21268 636:0.887721 765:0.88987 1094:0.839626 1237:0.852443 1496:0.875925 1809:0.863846 2322:0.859401 3141:0.945193 3711:0.844631
40:0.881591 167:0.992672 294:0.975387 323:0.89848 403:0.94777 495:0.862429 504:0.966407 562:0.951868 663:0.906262 703:0.94314 711:1.10912 1109:0.869821 1434:1.29645 1435:1.33371 1465:0.893607 1689:1.059 1690:0.935365 1754:1.17914 1919:0.958365 3364:0.906778
7:1.33801 8:1.27351 58:0.82883 67:0.829492 70:0.865528 88:1.16165 90:0.912536 115:0.960536 156:1.24695 184:0.873165 357:1.02677 378:0.964679 385:0.878269 386:0.948357 683:0.880627 1166:0.861925 1243:0.934185 1271:0.832253 1482:1.01206 2615:0.947525
81:1.30719 369:0.810684 505:0.769475 563:0.990713 568:1.00194 590:1.0255 706:0.789263 711:0.79247 820:0.813082 864:0.823419 973:0.78959 1092:0.773192 1117:0.909259 1668:0.774442 1855:0.944303 1918:0.795757 2130:0.881751 2328:0.76925 2633:0.862826 3705:0.784082
49:0.844478 92:0.844193 220:0.878825 302:1.1368 304:1.02225 391:0.927524 634:1.07125 741:0.893698 824:0.834875 831:0.836522 977:0.815538 1006:1.22725 1343:0.847059 1397:0.903392 2176:0.828736 2249:0.896945 2733:0.918151 2830:0.895969 2985:0.82434 3610:0.805636
21:0.85062 22:0.843776 23:0.905525 29:1.2734 37:0.845296 48:0.854417 50:0.979057 84:0.901169 97:0.836762 173:0.906389 220:0.867066 238:1.20431 244:0.856613 319:0.864489 339:0.841766 498:0.889926 499:0.833487 605:1.27869 866:0.850903 1396:0.916024
125:0.853522 239:0.865069 328:0.915752 380:0.862207 420:0.900242 551:0.900284 610:1.24391 611:1.00835 633:0.925859 659:1.00504 802:1.04183 886:1.18191 973:1.02065 1164:1.07535 1322:0.867674 1349:0.931025 1552:0.868483 1738:0.87826 2543:1.01919 3665:0.869029
277:0.928526 400:0.973607 451:1.06562 452:1.38124 512:1.17731 1088:0.862499 1101:1.02851 1102:1.14475 1103:1.08406 1145:1.22897 1146:1.27072 1148:1.1024 1149:0.966709 1151:1.27381 1211:0.971748 1212:0.855378 1420:1.05384 1428:0.891533 1679:0.977669 2021:0.88383
64:0.904034 72:1.03531 203:0.834377 220:0.934876 227:0.83204 230:0.980072 239:1.21097 310:1.17156 388:1.12508 501:0.892189 589:0.94669 611:1.10303 659:1.2233 710:0.896433 802:1.01584 952:1.31338 973:1.20466 1375:0.877569 1525:0.865986 1785:0.8246
21:0.797452 166:0.913914 167:0.84992 220:0.807646 322:0.887803 498:0.948304 605:0.811385 710:0.895091 867:0.810108 935:0.823057 1064:0.909425 1138:0.85398 1462:0.814815 1842:0.948899 1899:0.83877 1928:0.865974 1930:0.802923 2371:0.81122 2889:0.823457 3136:0.824018
76:1.00144 235:0.821357 309:0.872521 348:1.02173 424:0.899344 730:0.835491 758:0.819583 998:0.942885 1245:0.910255 1285:0.816567 1449:1.11106 1474:0.874988 1493:0.882244 1609:0.856776 1675:0.844636 1826:0.920654 2387:0.81855 2549:1.09454 2654:0.840501 3646:0.821822
35:0.859391 129:1.02912 166:0.875166 283:0.824163 322:1.28915 396:0.92796 610:1.21598 622:0.939807 659:1.05537 665:0.841454 802:0.836398 886:0.925721 973:0.830404 1325:0.815805 1376:0.813545 1430:0.812732 1506:0.883339 1899:0.82632 1906:0.824031 3665:0.829398
13:0.978787 24:0.968465 49:0.861698 55:1.00921 72:0.870846 84:0.904296 92:1.02875 96:0.882129 161:0.872953 179:0.888539 310:0.892796 311:0.853021 312:0.913148 322:1.12694 616:0.930363 673:1.04206 772:1.10695 1945:0.833911 2783:0.89737 2807:0.827555
229:0.826876 239:1.28961 310:0.953379 325:0.839221 421:0.866204 504:0.949162 547:0.975945 622:0.949238 702:0.856034 704:0.839409 705:1.01978 710:0.837682 843:0.877588 941:0.82852 952:0.910601 1279:0.867563 1281:1.09031 1326:1.36279 1327:0.872908 3014:0.867794
41:0.860981 166:1.11953 167:1.15681 227:0.867203 286:1.07123 562:1.09696 626:0.986578 630:0.920008 658:1.47162 659:1.32286 662:1.14578 663:1.1435 664:1.07539 665:0.860205 674:0.847802 705:1.09642 711:0.84725 819:0.862597 1404:0.86142 1606:0.879495
45:0.844041 125:0.834813 183:0.856506 239:1.37545 257:1.01599 310:1.37625 388:0.945092 397:0.870338 605:0.943524 611:0.972533 622:0.96883 698:1.25266 952:1.40317 973:0.904806 1323:0.829605 1324:0.860608 1349:0.900205 1861:0.934289 2896:0.888407 3136:0.861254
17:0.984879 68:0.963007 72:1.46182 93:0.975895 139:0.994248 205:0.95339 207:0.907038 252:1.37777 310:1.00098 446:1.10505 449:0.928158 684:1.01071 843:0.917712 1086:0.888412 2073:0.949014 2248:1.26134 2295:0.98015 2637:0.925379 3280:0.895834 3787:0.893595
434:0.910624 618:0.833482 626:1.36384 630:1.16358 662:0.890109 703:0.926239 704:0.89955 705:0.829166 706:0.861977 819:1.32595 822:0.856338 837:0.826888 870:1.0098 1018:1.02758 1039:0.840383 1361:0.838662 1433:0.96589 1485:0.932136 1656:0.825378 2329:0.894592
70:0.991542 72:0.900871 175:0.840346 183:1.01365 220:0.917967 239:1.12904 310:1.2661 388:1.03159 396:0.888221 398:0.872545 421:1.14532 584:0.969827 589:0.90991 622:0.997379 843:1.08036 952:1.40987 973:0.982065 1279:0.85644 1387:1.01868 1554:0.886122
99:0.898278 119:0.860134 120:0.877899 178:0.873933 191:1.43485 195:1.40155 229:0.833598 243:0.930818 254:1.01719 325:0.898672 607:1.00525 777:1.10977 778:1.48207 977:1.10291 1402:0.903661 1462:1.02845 1500:0.840773 2257:1.44484 2290:0.819923 2451:1.02483
11:0.907948 24:0.863054 49:0.888246 72:0.950455 93:0.866508 161:0.873334 179:0.898295 188:0.856408 233:0.915234 252:0.887295 256:0.863788 274:0.867378 315:0.948982 330:0.876466 502:0.862062 616:0.929001 634:0.929656 1397:0.855327 1464:0.852531 1797:0.961892
0:0.908275 31:0.854848 66:0.886075 448:0.881721 450:0.851243 508:0.969119 561:0.86169 1003:0.873191 1193:0.885771 1556:0.971422 1871:0.876921 1888:0.867279 1966:0.844291 2150:0.854409 2151:0.846195 2186:0.830478 2241:0.995397 2372:0.843662 2448:0.894942 2449:0.893191
182:0.90852 239:1.31827 257:1.18046 310:0.954486 313:0.811047 359:0.800613 388:0.820181 622:0.898248 698:1.30108 734:0.841141 952:1.41899 1183:0.838933 1322:0.8124 1574:1.02172 1739:0.8023 2712:0.837168 2893:0.84692 2896:0.834529 3111:0.924731 3136:0.834601
31:0.863768 1211:0.867144 1248:0.931276 1275:0.94768 1353:0.902563 1511:0.886831 1565:0.984134 1844:0.957256 1848:1.35851 1849:1.29689 1893:1.22293 2066:0.891534 2111:0.869639 2124:0.883639 2153:0.915581 2194:0.920116 2555:0.903759 2823:0.884008 2873:0.952532 3149:0.918541
384:1.09327 649:0.92233 739:0.848185 812:1.06546 1190:1.0781 1304:0.855348 1310:0.863708 1311:0.915896 1312:0.965087 2508:0.973639 2905:1.39245 2966:0.877561 2968:0.845658 2969:0.847032 2974:0.869206 2975:1.04104 2976:1.04085 2977:0.993697 2988:0.895476 2991:0.877892
35:0.883125 131:0.916361 184:0.998667 217:1.26592 263:1.13863 354:0.811159 395:0.876618 583:0.987518 589:1.26441 604:0.879314 670:0.902234 956:0.886579 990:0.845362 1061:0.79479 1432:0.929701 1453:0.885277 1480:0.79258 1744:1.22643 1863:0.802346 1944:0.858051
494:0.943318 786:0.921854 912:0.843968 967:0.871317 1287:0.887315 1329:0.985439 1330:0.892343 1600:1.00529 1857:1.15416 2153:1.23441 2367:1.12274 2534:0.920338 2594:0.868331 2826:0.857503 3189:0.859151 3292:1.46368 3313:1.02789 3349:0.973582 3637:0.859813 3840:0.915822
363:1.04893 475:1.05693 519:0.844724 577:1.15818 615:1.09584 733:0.899836 813:0.840311 893:0.866349 933:0.841737 934:1.09572 1110:0.84245 1204:0.892158 1236:0.876136 1261:0.842276 1574:0.857886 1671:0.887996 1958:0.963007 2201:0.964666 2287:0.863763 3556:0.84313
64:1.12854 81:0.907797 141:0.861695 142:0.798582 203:1.13144 220:0.815018 227:0.898591 230:1.20318 283:1.18878 401:0.851954 407:0.801787 595:0.958332 635:0.819733 659:0.819831 663:0.812731 673:0.815909 779:0.827193 1506:0.809732 2233:0.854977 2754:0.85623
16:1.39285 522:1.14354 524:1.2192 525:1.02357 526:0.901387 633:1.55205 652:0.96707 667:0.888352 670:0.932858 734:1.00183 742:0.917903 789:0.939625 814:0.869448 871:0.891394 914:0.857053 926:0.980579 1001:1.10297 1002:0.998448 1164:0.914628 1283:0.889407
45:0.854299 368:0.903782 518:0.917687 556:0.967262 590:0.843121 638:0.882422 642:1.01399 643:0.841557 644:0.848783 1084:0.887202 1085:0.92692 1118:0.940501 1266:0.927975 1330:0.853183 1421:0.893336 1422:0.86417 1489:0.876561 1490:0.850582 1766:0.853043 1777:0.840303
148:0.932328 152:1.03878 239:1.06673 333:0.870565 420:1.55505 612:1.4763 973:0.935651 1073:0.829776 1280:0.828681 1384:0.936745 1553:0.891883 1918:0.890453 2078:0.908119 2579:0.965408 2660:1.17612 2666:0.838947 2793:0.879931 3058:1.01971 3062:0.905716 3509:0.828842
125:0.889842 239:1.24946 310:0.889828 388:0.890165 420:1.068 503:0.929436 589:1.06744 610:0.873799 622:1.17209 698:0.830397 802:1.42604 952:1.31966 973:1.20828 1072:0.898441 1323:0.847421 1349:1.12102 1554:0.8408 2333:0.874118 2679:0.926463 3711:0.831154
4:0.860394 5:0.902771 7:1.32571 8:1.33016 29:0.881283 58:0.8998 67:0.880451 70:0.969004 87:1.23644 88:1.41587 156:0.939879 177:0.873517 318:0.854187 339:0.860723 386:1.04892 417:0.879582 445:0.862452 683:0.857597 1030:0.862149 2615:0.848484
61:0.899055 62:1.43424 109:0.901539 110:1.11117 197:1.00463 199:1.44051 384:0.931509 422:1.01933 423:1.30441 461:0.97011 726:0.946394 750:0.957554 789:1.11628 811:1.08927 828:1.12276 1216:0.881592 1331:0.915292 1831:0.900279 2321:0.962202 2607:0.87712
4:1.18162 7:0.97914 8:1.00298 19:0.922274 58:0.963788 67:1.09645 88:0.934584 90:0.890672 115:0.981857 116:1.00507 156:0.990202 268:0.992802 318:0.972289 339:0.892313 357:0.906525 385:0.969966 386:0.995255 387:0.903861 688:0.948873 1482:0.8888
72:1.1089 138:0.892854 139:1.39237 252:1.49259 310:1.37976 385:0.873167 684:0.860321 853:0.97471 1175:0.90597 1226:0.892615 1578:0.889453 2073:0.943008 2248:1.37376 2295:0.880552 2592:0.923582 3216:0.910603 3280:0.893243 3789:0.916487 3797:0.859387 3833:0.937809
8:0.740199 14:0.82142 41:0.884005 45:0.741085 58:1.26904 70:0.836356 81:1.25418 116:0.738 156:1.34517 157:0.733471 378:1.22159 386:0.813589 387:0.737938 576:0.75352 677:0.73588 872:1.39904 1044:0.744524 1482:0.754432 2615:0.796401 2616:0.739587
494:0.951711 563:0.860411 1124:0.897302 1125:0.849429 1203:0.983634 1205:1.186 1229:0.868666 1242:0.990981 1287:1.21369 1319:0.944221 1330:0.905715 1571:0.856385 1612:0.842138 1948:1.11686 2095:0.881493 2242:0.934281 3072:0.92617 3075:1.00106 3189:0.960575 3292:0.87613
86:0.857382 131:1.43415 183:0.852272 239:1.27956 547:0.832209 589:0.904495 604:1.3531 709:0.836496 710:0.911384 802:1.05007 867:0.843486 869:0.838373 1744:0.909591 2212:0.840136 2337:0.833176 2340:0.919302 2631:0.847762 2675:0.861971 2815:0.835741 3431:0.868772
4:1.00456 23:1.07523 41:1.06033 45:0.867381 77:0.817654 98:1.11287 100:0.831875 119:0.871149 162:0.819913 195:0.958964 220:0.930466 224:0.817745 248:1.01081 288:0.877577 417:0.919536 607:0.862472 702:0.84355 778:0.999784 1301:1.01192 1724:0.823561
10:1.17751 13:0.989415 23:1.32351 24:0.886839 27:1.17074 32:1.0187 64:0.904648 72:1.24206 168:0.922308 227:1.50949 310:0.936157 324:1.01718 501:0.927792 616:0.887187 673:1.18085 765:0.92403 779:0.888522 780:0.991575 1525:1.03494 1712:0.92763
97:0.869251 415:0.90304 471:1.23451 1434:0.85283 1461:0.942359 1500:0.936217 1553:0.884146 1920:1.14594 1969:1.10732 1982:0.954971 2098:0.877831 2099:1.24412 2100:0.925035 2161:0.957066 2235:0.814947 2331:0.8153 2503:0.864551 2666:0.925839 2899:0.849516 3137:0.849276
479:1.16785 494:0.887518 517:0.883595 1040:0.90322 1041:1.17101 1174:0.865602 1274:0.927425 1276:0.925663 1288:0.927097 1289:0.866238 1318:0.970769 1330:0.891175 1332:1.06133 1346:1.04072 1549:0.867921 1588:0.869858 1857:1.06509 2594:0.913883 3292:1.32628 3349:0.920165
522:1.50892 524:1.03517 525:0.891737 526:1.00506 618:0.911365 633:1.03598 652:0.873621 727:0.904746 742:0.909165 791:0.986837 800:0.904946 909:0.909463 1002:0.916007 1116:1.16058 1121:1.07578 1207:0.936329 1213:0.944154 1283:0.965468 1438:0.877909 1598:0.925792
37:0.889004 268:0.984165 278:0.829328 447:0.864704 462:0.868797 520:0.851985 585:0.909425 596:0.855762 714:0.873228 769:0.897684 863:0.938016 1132:0.96055 1133:0.87466 1134:0.918724 1135:0.876391 2179:0.901886 2244:0.828512 2649:0.88776 3328:0.886098 3622:0.835073
307:0.840589 369:0.857118 479:0.961706 480:0.879908 491:0.917981 629:0.83708 734:0.904115 1039:0.849613 1040:1.11749 1041:1.09926 1117:1.00538 1177:0.854734 1202:0.871988 1274:0.945368 1288:0.856658 1481:0.847506 1587:0.883713 1687:0.839875 1736:0.94449 2670:0.853104
7:0.892656 8:0.922597 11:0.92315 29:0.901102 31:1.37159 48:0.993587 67:0.965918 88:1.42892 115:1.42609 116:0.902236 385:1.0371 407:0.880771 508:0.852643 683:1.05363 762:1.05515 866:0.859172 874:0.912549 956:0.862779 959:0.909741 988:0.852358
133:0.889733 240:1.30791 506:1.17454 507:0.855161 629:1.4048 666:0.847406 669:1.24211 670:0.922008 671:0.930965 807:1.16618 827:0.975023 883:1.46613 939:1.38526 1093:0.908835 1100:0.985196 1238:1.09366 1649:0.844718 3235:0.959032 3250:0.862861 3366:0.949218
4:0.934875 7:0.861467 8:0.884745 11:1.3873 12:0.976534 33:0.855117 34:0.847733 56:0.859384 67:0.894453 71:0.837663 84:0.901018 88:1.37636 89:0.943996 90:0.849191 95:1.01823 171:0.852907 258:0.83173 287:0.866433 305:0.930172 417:1.11773
448:0.835583 555:0.888798 756:0.899256 772:0.868724 845:0.833722 901:0.821455 911:0.951131 945:1.02917 976:1.13069 1003:0.98958 1005:0.894054 1178:0.918679 1193:0.909802 1352:0.821024 1556:0.832717 1729:0.819921 1888:0.889674 1966:0.832781 2132:0.843614 3848:0.839511
66:0.844956 166:0.866184 167:0.929952 534:0.962606 663:0.814867 703:0.828866 710:0.95768 711:1.14833 862:0.856548 939:0.836275 1064:0.978098 1435:1.34974 1689:0.84286 1754:1.03886 1919:0.8463 2051:0.826139 2379:0.827287 2406:0.864695 2843:1.01474 3364:0.913492
4:0.883286 11:1.1697 26:0.863076 27:0.933226 28:0.83604 33:0.927217 56:0.841748 57:0.874871 89:0.950296 90:0.960682 339:0.845024 417:0.896404 418:0.901324 564:0.859625 1054:0.83119 1065:0.841152 1142:0.859826 1463:0.942622 1523:0.969449 3234:0.830637
4:0.846365 333:0.927902 400:0.954748 462:0.966617 463:1.49655 464:1.49484 531:0.859841 618:0.872305 863:1.10439 920:0.895209 975:1.1046 1264:0.957332 1749:0.848688 1914:0.863543 1993:0.867215 2069:0.918281 2076:0.885148 2180:0.945217 2363:0.894384 3505:0.929865
32:0.815027 104:0.817709 130:0.830209 131:1.16246 227:1.27473 308:0.848873 501:0.971761 562:0.814062 604:1.0722 660:0.830796 842:0.812816 1126:0.922574 1179:0.948243 1485:0.800901 1826:0.929188 1878:1.09149 1900:0.884425 2040:0.802304 2211:1.03875 2930:0.823706
4:1.17103 5:0.858327 7:0.828064 56:0.934873 67:1.11172 84:0.833771 88:1.18817 89:1.13947 90:0.954527 95:0.958952 171:0.839467 233:0.833432 246:0.966325 258:0.867599 344:1.00604 417:0.950235 418:0.847302 692:0.893043 965:0.826672 1030:0.834168
23:0.908581 85:0.846368 140:1.08842 168:0.900726 188:0.868519 240:0.893452 257:0.850699 268:0.972375 295:0.87172 310:1.27008 388:0.981437 562:1.26025 673:1.02088 678:0.90466 681:0.833078 699:0.86959 700:0.915399 883:0.89687 935:0.827361 952:0.854059
10:0.880444 17:1.18562 68:0.933091 72:1.49599 76:0.872289 139:1.02625 205:1.07062 207:1.04305 210:0.886269 252:1.26422 310:1.26136 385:0.9533 446:1.0323 680:0.933375 741:1.06653 2073:0.921329 2248:1.23788 2295:0.906486 3216:0.92595 3280:0.896325
321:0.806531 333:0.796493 399:0.796181 415:1.34239 447:0.889461 471:1.16676 472:1.17619 920:0.915277 921:0.945055 1093:0.793487 1170:0.842904 1328:0.915028 1449:0.833039 1462:0.788758 1464:0.826236 1758:0.872342 2076:0.810622 2276:0.84998 2435:0.840269 2830:0.815261
17:0.846168 293:0.846267 391:0.80884 504:0.816879 543:0.967372 547:0.832631 634:0.889607 674:1.06801 703:0.818829 705:0.829093 707:0.800815 718:0.860039 843:1.03637 864:0.997328 941:0.838127 952:0.804189 1582:0.894639 1606:0.944859 1695:0.828916 2709:0.791761
4:0.83215 14:1.29818 55:0.838724 117:0.789881 155:0.905019 333:1.25885 437:1.27255 596:0.828762 654:0.867762 769:0.971979 921:1.24109 929:0.824966 1097:0.931577 1758:0.78509 1759:1.19584 1894:0.795039 1934:0.807149 1974:0.820633 2464:1.23396 2981:0.784717
73:1.17122 129:0.941318 131:0.870427 140:1.12008 203:0.903415 283:1.0931 396:0.909636 604:0.97287 635:0.863908 678:1.21533 699:0.904988 732:0.865436 766:0.893989 935:0.989584 1387:0.900243 1730:0.95366 1901:0.898718 1909:0.849453 1922:0.8955 2342:0.876158
92:1.3028 161:1.42885 165:0.79317 275:0.88608 279:0.78183 311:1.07548 312:0.864484 636:0.83004 1039:0.805768 1237:0.827915 1484:1.11705 1977:0.790836 2033:0.795871 2251:0.842695 2294:0.820492 2457:0.791808 2458:0.791375 2536:0.786046 2559:0.791733 3150:0.787316
86:0.95192 276:0.92477 283:1.04739 295:0.883615 562:0.850143 635:0.894184 699:1.03366 732:0.935476 935:1.16192 1197:0.854003 1771:0.874162 1840:0.876032 1878:0.885973 1931:0.846536 1956:0.912914 2040:0.852635 2211:0.851792 2300:0.859136 2459:0.856306 3182:0.871292
127:0.879844 479:0.794774 490:0.839247 491:1.18053 518:0.914546 641:0.814054 642:1.03037 710:0.811051 731:0.816484 1042:1.02698 1047:0.811855 1147:0.803097 1298:0.796218 1330:0.875559 1657:0.863341 1816:0.803551 1867:0.804222 3189:0.881056 3363:0.800235 3731:0.808166
321:0.989743 447:1.3033 462:0.912744 464:0.930045 468:1.0337 599:0.887105 783:0.885699 860:0.909443 863:0.93351 1104:0.928155 1169:0.885653 1462:0.909647 1551:0.942376 1934:0.88186 1965:0.869078 1993:1.07158 2248:0.931796 2276:0.867679 2649:0.935691 3255:0.871651
105:1.41003 168:0.815313 185:0.901135 217:1.41809 264:1.23898 355:0.794189 363:0.87244 429:0.84164 607:0.793973 953:0.806468 956:0.891021 990:0.777771 998:1.3731 1047:0.793701 1139:0.779581 1273:0.801387 1515:0.782866 1564:0.772929 1921:0.823577 3669:0.835254
218:0.878732 333:1.29213 403:0.872616 450:0.827742 562:0.908162 663:0.95705 703:0.8171 771:0.883887 824:1.24645 919:0.868351 1169:0.989742 1434:1.45263 1465:1.00402 1646:0.884791 1694:0.918237 1769:0.836174 1917:0.822642 1953:0.817851 2313:0.896922 2577:0.952139
81:0.991033 495:0.888725 505:0.85005 518:0.8465 543:0.884223 590:0.840605 615:0.902127 642:0.943247 668:1.23514 820:0.790504 861:0.786667 942:0.8036 1011:0.789006 1099:0.865341 1206:0.823439 1421:0.800725 1437:0.772571 1657:0.888628 1673:0.836381 1675:0.778431
64:0.818212 73:0.933161 76:0.805075 140:1.06875 220:0.795574 308:0.860945 310:1.01785 435:0.826681 501:0.847442 584:0.946025 673:1.00584 700:0.821301 935:1.00332 1362:0.832703 1387:0.849682 2141:0.964825 2211:0.836098 2316:0.864605 2631:0.840102 2695:0.82094
181:0.881716 182:0.897415 183:0.957833 239:1.16231 310:1.20936 388:1.05813 421:1.02006 584:1.28714 611:0.953406 622:1.32633 698:0.96174 802:0.961471 843:0.954456 952:1.53466 973:1.3828 1281:0.98414 1365:1.20795 1387:0.905687 1554:0.925217 2328:0.912744
266:0.843393 302:0.910402 304:0.864749 391:1.28144 547:0.842748 590:1.15361 630:1.04868 634:1.1511 712:0.876198 781:0.919821 823:0.850536 824:1.15236 1012:0.896635 1017:0.939285 1038:0.924303 1352:0.842058 1397:0.857424 1464:0.912602 1582:0.852282 2176:0.861029
70:0.858706 239:1.14097 323:0.925764 328:0.835988 568:1.16113 622:1.26 718:0.826972 847:0.856113 886:0.872616 1092:0.843582 1279:0.885952 1280:0.852499 1281:0.882005 1326:0.939152 1332:0.908735 1381:1.0149 1382:0.83579 1436:0.851028 1593:0.838459 1668:0.869267
387:0.818833 479:1.18867 480:0.90543 551:0.825315 557:0.919512 865:0.970701 1039:1.08402 1040:1.28794 1041:1.17815 1117:0.835798 1155:0.81973 1156:0.846769 1174:0.840191 1274:1.06421 1318:0.862361 1587:0.843723 1591:0.894299 2087:0.900577 2336:0.827516 2728:0.848346
286:0.894993 433:0.863641 434:0.952184 626:1.39324 662:1.33732 705:0.877261 706:1.32082 707:0.942719 709:0.900839 815:0.890085 816:0.833886 819:0.938459 837:1.3462 838:0.899744 864:0.923202 869:0.842521 1302:0.858062 1433:0.870641 1812:0.907477 2251:0.85849
454:0.855523 516:0.94079 522:1.09637 590:0.852065 633:1.05853 641:0.878773 642:0.847408 654:1.04823 668:1.15039 727:0.871286 769:1.15523 942:0.924391 944:0.876729 1003:0.854116 1074:0.883173 1121:0.871089 1161:0.962942 1207:0.868819 1213:0.86373 1598:0.843783
31:0.913951 308:0.860931 407:0.96967 435:0.997603 446:0.920361 448:0.943697 449:0.861972 588:0.875324 599:0.82976 784:0.83821 1126:0.861515 1342:0.821527 1343:0.870001 1478:0.931865 1834:0.852611 1865:0.850693 1909:1.0391 1966:0.970977 2376:0.836644 2640:0.826762
22:1.04387 55:0.835829 56:0.835103 89:0.948362 140:0.873911 168:0.942076 172:1.08713 174:1.27612 176:1.29625 180:0.830648 181:1.11084 182:1.08946 183:1.03775 184:0.952383 203:0.903241 204:1.1366 209:0.955352 394:0.914619 396:1.0306 501:0.950434
4:1.11959 11:1.00484 56:0.918966 58:0.893984 67:1.1703 70:0.827748 88:0.842635 89:1.01272 163:0.864136 205:0.876215 247:0.884494 249:0.971749 258:0.929901 274:0.872833 282:0.842573 381:0.826743 417:0.969123 528:0.84388 676:0.852045 2586:0.829989
7:0.924088 8:0.93489 11:0.916106 19:0.970467 66:0.987529 67:1.05921 88:1.04766 115:1.19817 116:1.2753 117:0.937231 156:0.892756 268:1.07273 317:0.867974 508:0.906629 575:0.958586 683:0.876542 688:0.920214 756:0.885219 767:0.946598 959:0.873221
97:0.872574 218:0.842175 238:0.895606 321:0.985227 415:0.844258 416:1.17829 498:1.26682 499:0.897684 935:0.930253 936:1.41554 940:1.21602 1152:0.813238 1840:0.94263 1842:0.808186 1898:1.00482 2152:0.803052 2193:0.783587 2720:0.784988 3425:1.08748 3547:0.909237
64:0.872568 92:1.1176 161:1.17692 227:1.12587 275:1.0206 292:0.848804 401:0.862866 501:0.853472 616:0.831844 1039:0.826039 1484:0.917762 1906:0.903418 1981:0.873695 2141:0.823812 2331:0.84536 2754:0.868959 2850:0.847722 2889:0.906621 2936:0.966557 2943:0.84174
4:0.95021 11:0.87679 13:0.910017 14:0.901978 28:0.999327 41:1.19437 42:1.01752 45:1.12709 55:0.942467 57:0.877155 71:0.844177 72:0.91118 88:0.887308 170:0.85347 179:0.87622 211:0.836134 233:0.833249 274:0.839505 319:0.85527 417:0.848784
4:1.11394 41:0.91674 400:1.11721 503:1.1483 622:0.935709 626:1.50355 662:1.01504 664:0.9127 703:0.881297 704:1.35444 705:1.34141 707:0.962199 815:0.893171 864:0.991316 869:0.90746 1081:0.924516 1169:1.03773 1606:0.885823 1656:0.96499 3347:0.86123
37:0.887396 43:0.873168 44:0.961133 58:0.860143 64:0.937627 81:0.989669 141:0.871931 230:1.10927 274:1.22596 376:0.850483 799:0.867627 800:0.895273 1487:0.8297 1541:0.88184 1542:0.843 1580:0.9022 1624:0.991338 2399:0.845607 2468:0.835973 2500:0.846505
4:0.859045 10:1.06902 11:0.887508 13:0.979573 18:0.936863 21:0.960895 22:1.05038 28:0.900866 29:1.03423 33:0.939207 50:0.851833 56:1.122 88:1.12862 89:0.94063 208:0.8596 252:0.94677 274:0.870982 324:0.893007 381:0.983232 599:0.925509
16:0.84914 400:0.882231 462:0.901877 463:1.26681 464:1.4739 522:0.86396 523:0.851408 531:0.94876 863:1.02009 969:0.864568 1001:0.833733 1002:0.826078 1314:0.838173 1703:0.821764 1991:0.857008 2069:0.973053 2076:0.834732 2180:0.857647 2270:0.825983 3232:0.840162
62:1.12286 109:1.00899 197:0.850426 199:1.29555 444:1.0173 564:1.1208 567:1.16619 590:1.20643 655:0.939818 657:1.05755 811:1.23065 828:0.927933 903:0.90992 921:0.874555 922:0.87654 996:1.08609 1113:0.881187 1144:0.896087 1331:0.850091 1691:0.887181
138:1.03098 139:1.39885 268:0.862046 310:1.21245 318:1.1191 446:0.856492 447:0.822062 468:0.891013 682:0.897882 863:0.813082 1175:0.803902 1328:1.0342 1464:0.998515 2043:0.97983 2188:1.04152 2335:0.928446 2605:0.855034 2612:1.13475 2774:0.800695 2937:0.796718
23:0.784567 55:0.889258 131:1.06936 175:0.955031 240:0.977023 373:0.804696 604:1.04858 709:0.879197 817:0.919756 861:0.824678 864:0.900015 948:0.883907 949:0.774422 1704:0.778733 1811:0.983408 1878:0.780586 1928:0.826017 2854:0.851315 2855:0.778763 3434:0.785618
8:1.01135 70:0.841457 71:0.85667 81:0.896202 286:0.923408 369:0.951114 543:0.830918 547:0.854885 629:0.815316 630:0.876981 651:0.904648 705:0.811997 709:0.866607 731:0.829656 817:0.971697 910:1.07239 1455:0.815852 1606:0.828796 2139:0.870108 2292:0.81925
227:0.957533 471:0.915773 1006:0.836775 1128:0.873314 1449:1.15828 1474:0.84464 1559:0.976977 1616:0.959362 1835:1.10137 1839:0.851755 1878:0.86257 1881:0.882201 1906:1.09806 1921:1.20878 1961:0.872103 1976:0.907961 2128:0.908729 2146:0.900628 2384:0.900121 2520:0.904467
